time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
5,55188,0.09069,0.0,380.0,0.0,0.0,0.0
10,46181,0.10826963,0.0,87.0,0.0,0.0,0.0
15,91515,0.04672458,0.0,52.0,0.0,0.0,0.0
